id,image,gt_type,gt_severity,pred_type,pred_severity,json_ok,elapsed,raw
crazing_0080,data/NEU-DET/train/images/crazing/crazing_171.jpg,crazing,low,patches,low,True,3.2943005561828613,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1013,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_147.jpg,rolled-in_scale,medium,patches,low,True,3.1341183185577393,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0814,data/NEU-DET/train/images/pitted_surface/pitted_surface_184.jpg,pitted_surface,high,patches,low,True,3.09065580368042,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0526,data/NEU-DET/train/images/patches/patches_140.jpg,patches,low,patches,medium,True,3.257678985595703,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1727,data/NEU-DET/validation/images/rolled-in_scale/rolled-in_scale_288.jpg,rolled-in_scale,medium,pitted_surface,medium,True,4.137501001358032,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 표면의 부식이나 오염을 나타낼 수 있습니다.""
}
```"
rolled-in_scale_1051,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_181.jpg,rolled-in_scale,medium,pitted_surface,low,True,4.014850616455078,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점들이 보이며, 이는 표면의 미세한 파손을 나타냅니다.""
}
```"
inclusion_0256,data/NEU-DET/train/images/inclusion/inclusion_113.jpg,inclusion,medium,patches,low,True,3.1220710277557373,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_0979,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_116.jpg,rolled-in_scale,medium,patches,low,True,3.108964443206787,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0151,data/NEU-DET/train/images/crazing/crazing_235.jpg,crazing,low,patches,low,True,3.1072182655334473,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0013,data/NEU-DET/train/images/crazing/crazing_110.jpg,crazing,low,patches,low,True,3.0729801654815674,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0058,data/NEU-DET/train/images/crazing/crazing_151.jpg,crazing,low,patches,low,True,3.1984009742736816,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
scratches_1219,data/NEU-DET/train/images/scratches/scratches_116.jpg,scratches,high,scratches,medium,True,3.4580864906311035,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 깊은 긁힘들이 보입니다.""
}
```"
rolled-in_scale_1010,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_144.jpg,rolled-in_scale,medium,pitted_surface,medium,True,3.9776999950408936,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 점상 불량을 나타냅니다.""
}
```"
inclusion_0427,data/NEU-DET/train/images/inclusion/inclusion_51.jpg,inclusion,medium,patches,low,True,3.304619073867798,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 미세한 점상이 보입니다.""
}
```"
pitted_surface_1657,data/NEU-DET/validation/images/pitted_surface/pitted_surface_278.jpg,pitted_surface,high,patches,low,True,3.1460793018341064,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
patches_0620,data/NEU-DET/train/images/patches/patches_225.jpg,patches,low,inclusion,low,True,3.442082643508911,"```json
{
  ""type"": ""inclusion"",
  ""type_ko"": ""포집물"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 검은 포집물이 보입니다.""
}
```"
rolled-in_scale_1182,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_83.jpg,rolled-in_scale,medium,patches,low,True,3.2240445613861084,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0871,data/NEU-DET/train/images/pitted_surface/pitted_surface_235.jpg,pitted_surface,high,patches,low,True,3.133948802947998,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
inclusion_0367,data/NEU-DET/train/images/inclusion/inclusion_213.jpg,inclusion,medium,patches,low,True,3.0935637950897217,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_0970,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_108.jpg,rolled-in_scale,medium,pitted_surface,medium,True,4.163801193237305,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 금속 표면의 점상 불량을 나타냅니다.""
}
```"
patches_1594,data/NEU-DET/validation/images/patches/patches_275.jpg,patches,low,patches,low,True,3.0822696685791016,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1786,data/NEU-DET/validation/images/scratches/scratches_287.jpg,scratches,high,patches,low,True,3.0341594219207764,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0931,data/NEU-DET/train/images/pitted_surface/pitted_surface_73.jpg,pitted_surface,high,pitted_surface,low,True,3.171448230743408,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 구멍들이 보입니다.""
}
```"
patches_0699,data/NEU-DET/train/images/patches/patches_80.jpg,patches,low,inclusion,medium,True,3.7579429149627686,"```json
{
  ""type"": ""inclusion"",
  ""type_ko"": ""포집물"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 검은색 포집물이 보이며, 표면 전체에 걸쳐 있습니다.""
}
```"
crazing_1443,data/NEU-DET/validation/images/crazing/crazing_244.jpg,crazing,low,patches,low,True,3.0769433975219727,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0103,data/NEU-DET/train/images/crazing/crazing_192.jpg,crazing,low,patches,low,True,3.2206544876098633,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1425,data/NEU-DET/train/images/scratches/scratches_86.jpg,scratches,high,scratches,medium,True,3.387291193008423,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 가로로 긴 긁힘 현상이 있습니다.""
}
```"
crazing_0235,data/NEU-DET/train/images/crazing/crazing_95.jpg,crazing,low,patches,low,True,3.034343957901001,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0087,data/NEU-DET/train/images/crazing/crazing_178.jpg,crazing,low,patches,low,True,2.9898927211761475,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
inclusion_0355,data/NEU-DET/train/images/inclusion/inclusion_202.jpg,inclusion,medium,patches,low,True,2.986886739730835,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1078,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_205.jpg,rolled-in_scale,medium,patches,low,True,3.032635450363159,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0052,data/NEU-DET/train/images/crazing/crazing_146.jpg,crazing,low,patches,low,True,3.048506498336792,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1141,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_46.jpg,rolled-in_scale,medium,pitted_surface,low,True,2.892317771911621,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 구멍들이 보입니다.""
}
```"
inclusion_0472,data/NEU-DET/train/images/inclusion/inclusion_92.jpg,inclusion,medium,patches,low,True,2.8139185905456543,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1026,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_159.jpg,rolled-in_scale,medium,patches,low,True,2.7829930782318115,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0813,data/NEU-DET/train/images/pitted_surface/pitted_surface_183.jpg,pitted_surface,high,patches,low,True,2.8127055168151855,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
crazing_1452,data/NEU-DET/validation/images/crazing/crazing_253.jpg,crazing,low,patches,low,True,2.9643499851226807,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1055,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_185.jpg,rolled-in_scale,medium,patches,low,True,3.3429930210113525,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0739,data/NEU-DET/train/images/pitted_surface/pitted_surface_116.jpg,pitted_surface,high,pitted_surface,low,True,3.6622512340545654,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점들이 분포되어 있습니다.""
}
```"
rolled-in_scale_1056,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_186.jpg,rolled-in_scale,medium,patches,low,True,3.235013723373413,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1147,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_51.jpg,rolled-in_scale,medium,pitted_surface,low,True,4.626829385757446,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 표면의 마모나 오래된 사용으로 인한 것으로 보입니다.""
}
```"
inclusion_0293,data/NEU-DET/train/images/inclusion/inclusion_147.jpg,inclusion,medium,patches,low,True,3.333608627319336,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0191,data/NEU-DET/train/images/crazing/crazing_55.jpg,crazing,low,patches,low,True,3.2039692401885986,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1758,data/NEU-DET/validation/images/scratches/scratches_259.jpg,scratches,high,patches,low,True,3.2651891708374023,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1239,data/NEU-DET/train/images/scratches/scratches_134.jpg,scratches,high,patches,low,True,3.2070250511169434,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1376,data/NEU-DET/train/images/scratches/scratches_41.jpg,scratches,high,scratches,low,True,3.6016814708709717,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 가로로 긴 긁힘 현상이 있습니다.""
}
```"
rolled-in_scale_1702,data/NEU-DET/validation/images/rolled-in_scale/rolled-in_scale_263.jpg,rolled-in_scale,medium,patches,low,True,3.200108051300049,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
scratches_1304,data/NEU-DET/train/images/scratches/scratches_193.jpg,scratches,high,scratches,medium,True,3.4513401985168457,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 깊은 긁힘들이 보입니다.""
}
```"
pitted_surface_0858,data/NEU-DET/train/images/pitted_surface/pitted_surface_223.jpg,pitted_surface,high,pitted_surface,medium,True,3.3840770721435547,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 구멍들이 많이 생겼습니다.""
}
```"
rolled-in_scale_1071,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_2.jpg,rolled-in_scale,medium,patches,low,True,3.2815849781036377,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
pitted_surface_0852,data/NEU-DET/train/images/pitted_surface/pitted_surface_218.jpg,pitted_surface,high,patches,low,True,3.1937100887298584,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
patches_0493,data/NEU-DET/train/images/patches/patches_110.jpg,patches,low,patches,low,True,3.175152540206909,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1795,data/NEU-DET/validation/images/scratches/scratches_296.jpg,scratches,high,scratches,medium,True,3.555408239364624,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 가로로 긴 긁힘 현상이 있습니다.""
}
```"
patches_0669,data/NEU-DET/train/images/patches/patches_53.jpg,patches,low,patches,medium,True,3.3518741130828857,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
crazing_1457,data/NEU-DET/validation/images/crazing/crazing_258.jpg,crazing,low,patches,low,True,3.20595383644104,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0134,data/NEU-DET/train/images/crazing/crazing_22.jpg,crazing,low,patches,low,True,3.1643640995025635,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1377,data/NEU-DET/train/images/scratches/scratches_42.jpg,scratches,high,scratches,low,True,3.508995532989502,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 가로로 긴 긁힘 현상이 있습니다.""
}
```"
inclusion_1541,data/NEU-DET/validation/images/inclusion/inclusion_282.jpg,inclusion,medium,patches,low,True,3.1213808059692383,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0121,data/NEU-DET/train/images/crazing/crazing_208.jpg,crazing,low,patches,low,True,3.169156074523926,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
inclusion_1512,data/NEU-DET/validation/images/inclusion/inclusion_253.jpg,inclusion,medium,scratches,low,True,3.5450313091278076,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 가로로 긴 긁힘 현상이 있습니다.""
}
```"
pitted_surface_0948,data/NEU-DET/train/images/pitted_surface/pitted_surface_89.jpg,pitted_surface,high,pitted_surface,low,True,4.22590970993042,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 표면의 마모나 오염으로 인한 것으로 보입니다.""
}
```"
scratches_1228,data/NEU-DET/train/images/scratches/scratches_124.jpg,scratches,high,scratches,medium,True,3.3832268714904785,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 깊은 긁힘들이 보입니다.""
}
```"
pitted_surface_0789,data/NEU-DET/train/images/pitted_surface/pitted_surface_161.jpg,pitted_surface,high,pitted_surface,medium,True,4.010717391967773,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 점상 불량을 나타냅니다.""
}
```"
patches_0670,data/NEU-DET/train/images/patches/patches_54.jpg,patches,low,patches,low,True,3.15366268157959,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0853,data/NEU-DET/train/images/pitted_surface/pitted_surface_219.jpg,pitted_surface,high,patches,low,True,3.2073240280151367,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점들이 분포되어 있습니다.""
}
```"
inclusion_0274,data/NEU-DET/train/images/inclusion/inclusion_13.jpg,inclusion,medium,patches,medium,True,3.147923469543457,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0627,data/NEU-DET/train/images/patches/patches_231.jpg,patches,low,patches,medium,True,3.3704493045806885,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
inclusion_0338,data/NEU-DET/train/images/inclusion/inclusion_188.jpg,inclusion,medium,scratches,low,True,3.3914849758148193,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 가로로 긴 긁힘이 있습니다.""
}
```"
inclusion_0245,data/NEU-DET/train/images/inclusion/inclusion_103.jpg,inclusion,medium,patches,low,True,3.149819850921631,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0869,data/NEU-DET/train/images/pitted_surface/pitted_surface_233.jpg,pitted_surface,high,patches,low,True,3.1309635639190674,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1336,data/NEU-DET/train/images/scratches/scratches_221.jpg,scratches,high,patches,medium,True,3.3405845165252686,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0696,data/NEU-DET/train/images/patches/patches_78.jpg,patches,low,patches,low,True,3.1614181995391846,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0205,data/NEU-DET/train/images/crazing/crazing_68.jpg,crazing,low,patches,low,True,3.1643643379211426,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1121,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_28.jpg,rolled-in_scale,medium,patches,low,True,3.2485511302948,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1188,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_89.jpg,rolled-in_scale,medium,patches,low,True,3.2093124389648438,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0781,data/NEU-DET/train/images/pitted_surface/pitted_surface_154.jpg,pitted_surface,high,pitted_surface,low,True,4.346377849578857,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 표면의 마모나 오염으로 인한 것으로 보입니다.""
}
```"
pitted_surface_0766,data/NEU-DET/train/images/pitted_surface/pitted_surface_140.jpg,pitted_surface,high,pitted_surface,medium,True,4.023489475250244,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 점상 불량을 나타냅니다.""
}
```"
pitted_surface_0892,data/NEU-DET/train/images/pitted_surface/pitted_surface_38.jpg,pitted_surface,high,patches,low,True,3.1833722591400146,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
pitted_surface_0939,data/NEU-DET/train/images/pitted_surface/pitted_surface_80.jpg,pitted_surface,high,patches,low,True,3.1683247089385986,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
inclusion_0397,data/NEU-DET/train/images/inclusion/inclusion_240.jpg,inclusion,medium,patches,low,True,3.167635917663574,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
patches_0682,data/NEU-DET/train/images/patches/patches_65.jpg,patches,low,inclusion,low,True,3.369647264480591,"```json
{
  ""type"": ""inclusion"",
  ""type_ko"": ""포집물"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 검은색 포집물이 보입니다.""
}
```"
rolled-in_scale_1181,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_82.jpg,rolled-in_scale,medium,patches,low,True,3.1481034755706787,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0499,data/NEU-DET/train/images/patches/patches_116.jpg,patches,low,patches,medium,True,3.3274929523468018,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
inclusion_0366,data/NEU-DET/train/images/inclusion/inclusion_212.jpg,inclusion,medium,patches,low,True,3.1708319187164307,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_1606,data/NEU-DET/validation/images/patches/patches_287.jpg,patches,low,patches,low,True,3.1619882583618164,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
inclusion_0415,data/NEU-DET/train/images/inclusion/inclusion_40.jpg,inclusion,medium,patches,low,True,3.1438100337982178,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0913,data/NEU-DET/train/images/pitted_surface/pitted_surface_57.jpg,pitted_surface,high,pitted_surface,low,True,3.3261001110076904,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점들이 분포되어 있습니다.""
}
```"
scratches_1253,data/NEU-DET/train/images/scratches/scratches_147.jpg,scratches,high,scratches,medium,True,3.5521490573883057,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 깊은 긁힘과 흔적이 보입니다.""
}
```"
patches_0480,data/NEU-DET/train/images/patches/patches_1.jpg,patches,low,patches,low,True,3.150221347808838,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1688,data/NEU-DET/validation/images/rolled-in_scale/rolled-in_scale_249.jpg,rolled-in_scale,medium,patches,low,True,3.1698832511901855,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
inclusion_0276,data/NEU-DET/train/images/inclusion/inclusion_131.jpg,inclusion,medium,patches,low,True,3.140024185180664,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_1494,data/NEU-DET/validation/images/crazing/crazing_295.jpg,crazing,low,patches,low,True,3.17773175239563,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
